"Year","Quarter","Fleet","Area","Catch_lbs"
"2007","1","Intl","CAR",2021760.66585901
"2007","2","Intl","CAR",1946880.64119756
"2007","3","Intl","CAR",898560.295937337
"2007","4","Intl","CAR",3070081.01111923
"2008","1","Intl","CAR",3289151.67117335
"2008","2","Intl","CAR",2983399.54399386
"2008","3","Intl","CAR",1542658.45986018
"2008","4","Intl","CAR",370608.639005448
"2009","1","Intl","CAR",7006586.52389049
"2009","2","Intl","CAR",60985.7627804782
"2009","3","Intl","CAR",1585629.83229243
"2009","4","Intl","CAR",101642.937967464
"2010","1","Intl","CAR",1118948.6934337
"2010","2","Intl","CAR",4553634.68284324
"2010","3","Intl","CAR",2837913.35291156
"2010","4","Intl","CAR",622719.272867451
"2011","1","Intl","CAR",127378.801074042
"2011","2","Intl","CAR",2685145.12664081
"2011","3","Intl","CAR",5650523.61564451
"2011","4","Intl","CAR",1146409.20966638
"2012","1","Intl","CAR",880696.803296842
"2012","2","Intl","CAR",2880396.60372379
"2012","3","Intl","CAR",4012351.02443179
"2012","4","Intl","CAR",178729.645374947
"2013","1","Intl","CAR",750312.865760723
"2013","2","Intl","CAR",3155727.64128774
"2013","3","Intl","CAR",2449550.82645412
"2013","4","Intl","CAR",2864429.70516888
"2014","1","Intl","CAR",5605940.45872511
"2014","2","Intl","CAR",3692098.46025803
"2014","3","Intl","CAR",625779.400043734
"2014","4","Intl","CAR",0
"2015","1","Intl","CAR",8549747.26766574
"2015","2","Intl","CAR",3000124.99088556
"2015","3","Intl","CAR",40597.0905397234
"2015","4","Intl","CAR",0
"2016","1","Intl","CAR",0
"2016","2","Intl","CAR",4544821.78125587
"2016","3","Intl","CAR",3454064.55375446
"2016","4","Intl","CAR",3226823.46469167
"2017","1","Intl","CAR",5406331.2490669
"2017","2","Intl","CAR",2624048.58186418
"2017","3","Intl","CAR",2736131.05897898
"2017","4","Intl","CAR",936218.338253048
"2018","1","Intl","CAR",1418728.59723939
"2018","2","Intl","CAR",321111.410897804
"2018","3","Intl","CAR",6042732.91416777
"2018","4","Intl","CAR",3678185.25210212
"2019","1","Intl","CAR",3676441.96479188
"2019","2","Intl","CAR",4191143.83986274
"2019","3","Intl","CAR",2263054.27610522
"2019","4","Intl","CAR",935450.233263712
"2020","1","Intl","CAR",4202312.7774773
"2020","2","Intl","CAR",5346275.70023501
"2020","3","Intl","CAR",350192.731456442
"2020","4","Intl","CAR",1167309.10485481
"2021","1","Intl","CAR",820451.542269378
"2021","2","Intl","CAR",5583072.69007699
"2021","3","Intl","CAR",2891591.41116891
"2021","4","Intl","CAR",1770974.67050829
"2022","1","Intl","CAR",851850.117698217
"2022","2","Intl","CAR",4115948.69953251
"2022","3","Intl","CAR",4147793.56374552
"2022","4","Intl","CAR",1950497.93304732
"1986","1","UnRep","CAR",1424148.55482967
"1986","2","UnRep","CAR",978886.86532145
"1986","3","UnRep","CAR",155218.687864175
"1986","4","UnRep","CAR",75072.8378764397
"1987","1","UnRep","CAR",1302814.66458876
"1987","2","UnRep","CAR",895488.155915474
"1987","3","UnRep","CAR",141994.44438706
"1987","4","UnRep","CAR",68676.8201014099
"1988","1","UnRep","CAR",1498903.19794663
"1988","2","UnRep","CAR",1030269.38298144
"1988","3","UnRep","CAR",163366.235096534
"1988","4","UnRep","CAR",79013.4683564544
"1989","1","UnRep","CAR",1475811.60810342
"1989","2","UnRep","CAR",1014397.40535645
"1989","3","UnRep","CAR",160849.470771628
"1989","4","UnRep","CAR",77796.2138960752
"1990","1","UnRep","CAR",1466865.81168323
"1990","2","UnRep","CAR",1008248.52251283
"1990","3","UnRep","CAR",159874.463791118
"1990","4","UnRep","CAR",77324.6434815628
"1991","1","UnRep","CAR",1429721.3950584
"1991","2","UnRep","CAR",982717.350620146
"1991","3","UnRep","CAR",155826.074604165
"1991","4","UnRep","CAR",75366.6056365399
"1992","1","UnRep","CAR",1682661.36889115
"1992","2","UnRep","CAR",1156575.34967506
"1992","3","UnRep","CAR",183394.133226684
"1992","4","UnRep","CAR",88700.1315412786
"1993","1","UnRep","CAR",1740708.52720745
"1993","2","UnRep","CAR",1196473.99694213
"1993","3","UnRep","CAR",189720.723045944
"1993","4","UnRep","CAR",91760.0404887611
"1994","1","UnRep","CAR",1675787.85227312
"1994","2","UnRep","CAR",1151850.84596149
"1994","3","UnRep","CAR",182644.985094036
"1994","4","UnRep","CAR",88337.7996785266
"1995","1","UnRep","CAR",1657473.21183682
"1995","2","UnRep","CAR",1139262.2989975
"1995","3","UnRep","CAR",180648.862956646
"1995","4","UnRep","CAR",87372.3582380415
"1996","1","UnRep","CAR",1813319.95647182
"1996","2","UnRep","CAR",1246383.37903438
"1996","3","UnRep","CAR",197634.680291581
"1996","4","UnRep","CAR",95587.6931859843
"1997","1","UnRep","CAR",2118698.60171897
"1997","2","UnRep","CAR",1088240.64542838
"1997","3","UnRep","CAR",541712.710666783
"1997","4","UnRep","CAR",122788.214417804
"1998","1","UnRep","CAR",2077364.26426041
"1998","2","UnRep","CAR",1512675.75623546
"1998","3","UnRep","CAR",181800.151929546
"1998","4","UnRep","CAR",125577.531581131
"1999","1","UnRep","CAR",1250459.27172246
"1999","2","UnRep","CAR",2110469.01574383
"1999","3","UnRep","CAR",42107.3020069809
"1999","4","UnRep","CAR",181826.985939236
"2000","1","UnRep","CAR",2022477.56224847
"2000","2","UnRep","CAR",1228880.72351843
"2000","3","UnRep","CAR",122091.821343084
"2000","4","UnRep","CAR",56401.1131204462
"2001","1","UnRep","CAR",2688922.12065648
"2001","2","UnRep","CAR",524667.730859801
"2001","3","UnRep","CAR",238171.535719252
"2001","4","UnRep","CAR",58679.9435830041
"2002","1","UnRep","CAR",2317658.14810219
"2002","2","UnRep","CAR",1140356.77212679
"2002","3","UnRep","CAR",73889.2076972005
"2002","4","UnRep","CAR",60096.555593723
"2003","1","UnRep","CAR",2888123.223265
"2003","2","UnRep","CAR",261005.226989538
"2003","3","UnRep","CAR",95367.2944769464
"2003","4","UnRep","CAR",261005.226989538
"2004","1","UnRep","CAR",1786489.58302408
"2004","2","UnRep","CAR",1835946.07430553
"2004","3","UnRep","CAR",47942.5170585557
"2004","4","UnRep","CAR",0
"2005","1","UnRep","CAR",1996588.05373752
"2005","2","UnRep","CAR",1438589.64570608
"2005","3","UnRep","CAR",174374.502509827
"2005","4","UnRep","CAR",174374.502509827
"2006","1","UnRep","CAR",523276.183812657
"2006","2","UnRep","CAR",2540069.80892394
"2006","3","UnRep","CAR",675898.404091348
"2006","4","UnRep","CAR",0
"2007","1","UnRep","CAR",775617.930872338
"2007","2","UnRep","CAR",746891.34084003
"2007","3","UnRep","CAR",344719.080387706
"2007","4","UnRep","CAR",1177790.19132466
"2008","1","UnRep","CAR",1135461.21253784
"2008","2","UnRep","CAR",1029911.29700615
"2008","3","UnRep","CAR",532547.301091689
"2008","4","UnRep","CAR",127939.291553559
"2009","1","UnRep","CAR",2159404.79100388
"2009","2","UnRep","CAR",18795.5929584477
"2009","3","UnRep","CAR",488685.416919641
"2009","4","UnRep","CAR",31325.9882640795
"2010","1","UnRep","CAR",342580.504869317
"2010","2","UnRep","CAR",1394153.70677252
"2010","3","UnRep","CAR",868863.599306238
"2010","4","UnRep","CAR",190653.498362054
"2011","1","UnRep","CAR",36496.4247426313
"2011","2","UnRep","CAR",769344.633574668
"2011","3","UnRep","CAR",1618981.40158313
"2011","4","UnRep","CAR",328467.822683682
"2012","1","UnRep","CAR",297403.408938956
"2012","2","UnRep","CAR",972684.090412115
"2012","3","UnRep","CAR",1354934.94248954
"2012","4","UnRep","CAR",60355.3976964352
"2013","1","UnRep","CAR",224865.912020451
"2013","2","UnRep","CAR",945759.57114484
"2013","3","UnRep","CAR",734121.065713827
"2013","4","UnRep","CAR",858458.687654547
"2014","1","UnRep","CAR",1591032.83589643
"2014","2","UnRep","CAR",1047861.62587411
"2014","3","UnRep","CAR",177603.665402392
"2014","4","UnRep","CAR",0
"2015","1","UnRep","CAR",2061491.46350383
"2015","2","UnRep","CAR",723381.857326366
"2015","3","UnRep","CAR",9788.65842119575
"2015","4","UnRep","CAR",0
"2016","1","UnRep","CAR",0
"2016","2","UnRep","CAR",1124895.90836822
"2016","3","UnRep","CAR",854920.890359847
"2016","4","UnRep","CAR",798676.094941436
"2017","1","UnRep","CAR",1276394.1278328
"2017","2","UnRep","CAR",619518.125460313
"2017","3","UnRep","CAR",645979.954939773
"2017","4","UnRep","CAR",221034.10506373
"2018","1","UnRep","CAR",338237.997862412
"2018","2","UnRep","CAR",76555.9254421098
"2018","3","UnRep","CAR",1440643.32422879
"2018","4","UnRep","CAR",876913.32779144
"2019","1","UnRep","CAR",911356.264707627
"2019","2","UnRep","CAR",1038946.14176669
"2019","3","UnRep","CAR",560990.411831139
"2019","4","UnRep","CAR",231889.538464496
"2020","1","UnRep","CAR",1041714.81902657
"2020","2","UnRep","CAR",1325292.7419838
"2020","3","UnRep","CAR",86809.5682522138
"2020","4","UnRep","CAR",289365.227507379
"2021","1","UnRep","CAR",203382.417048044
"2021","2","UnRep","CAR",1383992.54527815
"2021","3","UnRep","CAR",716799.006425423
"2021","4","UnRep","CAR",439008.388018339
"2022","1","UnRep","CAR",211165.83609668
"2022","2","UnRep","CAR",1020305.95571947
"2022","3","UnRep","CAR",1028200.00566701
"2022","4","UnRep","CAR",483510.559286791
